Electoral district number ,Electoral district name,Political affiliation,Votes obtained ,% Votes obtained ,Full_name,Total_valid_votes,Rank,Winner,PPC_Vote
10001,Avalon,Conservative,12738,34.3,Matthew Chapman,37144,2,Loser,647
10001,Avalon,NDP,5151,13.9,Carolyn Davis,37144,3,Loser,647
10001,Avalon,Liberal,18608,50.1,Ken McDonald,37144,1,Winner,647
10001,Avalon,PPC,647,1.7,Lainie Stewart,37144,4,Loser,647
10002,Bonavista--Burin--Trinity,NDP,2484,8.3,Anne Marie Anonsen,29991,3,Loser,1257
10002,Bonavista--Burin--Trinity,PPC,1257,4.2,Linda Hogan,29991,4,Loser,1257
10002,Bonavista--Burin--Trinity,Liberal,13972,46.6,Churence Rogers,29991,1,Winner,1257
10002,Bonavista--Burin--Trinity,Conservative,12278,40.9,Sharon Vokey,29991,2,Loser,1257
10003,Coast of Bays--Central--Notre Dame,NDP,2261,7.1,Jamie Ruby,31834,3,Loser,0
10003,Coast of Bays--Central--Notre Dame,Liberal,14646,46,Scott Simms,31834,2,Loser,0
10003,Coast of Bays--Central--Notre Dame,Conservative,14927,46.9,Clifford Small,31834,1,Winner,0
10004,Labrador,PPC,307,3.2,Shannon Champion,9653,4,Loser,307
10004,Labrador,Conservative,2930,30.4,Shane Dumaresque,9653,2,Loser,307
10004,Labrador,Liberal,4119,42.7,Yvonne Jones,9653,1,Winner,307
10004,Labrador,NDP,2297,23.8,Amy Norman,9653,3,Loser,307
10005,Long Range Mountains,Conservative,14344,39.4,Carol Anstey,36447,2,Loser,1578
10005,Long Range Mountains,Liberal,16178,44.4,Gudie Hutchings,36447,1,Winner,1578
10005,Long Range Mountains,NDP,4347,11.9,Kaila Mintz,36447,3,Loser,1578
10005,Long Range Mountains,PPC,1578,4.3,Darrell Shelley,36447,4,Loser,1578
10006,St. John's East,Conservative,7119,18.7,Glenn Etchegary,38171,3,Loser,723
10006,St. John's East,PPC,723,1.9,Dana Metcalfe,38171,4,Loser,723
10006,St. John's East,NDP,13090,34.3,Mary Shortall,38171,2,Loser,723
10006,St. John's East,Liberal,17239,45.2,Joanne Thompson,38171,1,Winner,723
10007,St. John's South--Mount Pearl,NDP,8113,23.4,Ray Critch,34676,2,Loser,638
10007,St. John's South--Mount Pearl,Conservative,6447,18.6,Steve Hodder,34676,3,Loser,638
10007,St. John's South--Mount Pearl,Liberal,19478,56.2,Seamus O'Regan,34676,1,Winner,638
10007,St. John's South--Mount Pearl,PPC,638,1.8,Georgia Faith Stewart,34676,4,Loser,638
11001,Cardigan,PPC,725,3.3,Kevin Hardy,22094,5,Loser,725
11001,Cardigan,Liberal,11175,50.6,Lawrence MacAulay,22094,1,Winner,725
11001,Cardigan,Green Party,1064,4.8,Michael MacLean,22094,4,Loser,725
11001,Cardigan,Christian Heritage Party,145,0.7,Fred MacLeod,22094,6,Loser,725
11001,Cardigan,Conservative,6817,30.9,Wayne Phelan,22094,2,Loser,725
11001,Cardigan,NDP,2168,9.8,Lynne Thiele,22094,3,Loser,725
11002,Charlottetown,NDP,2048,10.7,Margaret Andrade,19100,3,Loser,369
11002,Charlottetown,Liberal,8919,46.7,Sean Casey,19100,1,Winner,369
11002,Charlottetown,Conservative,5932,31.1,Doug Currie,19100,2,Loser,369
11002,Charlottetown,Green Party,1832,9.6,Darcie Lanthier,19100,4,Loser,369
11002,Charlottetown,PPC,369,1.9,Scott McPhee,19100,5,Loser,369
11003,Egmont,Conservative,6088,31.1,Barry Balsom,19561,2,Loser,974
11003,Egmont,PPC,974,5,Wayne Biggar,19561,5,Loser,974
11003,Egmont,NDP,1688,8.6,Lisa Bradshaw,19561,4,Loser,974
11003,Egmont,Green Party,1771,9.1,Alex Clark,19561,3,Loser,974
11003,Egmont,Liberal,9040,46.2,Bobby Morrissey,19561,1,Winner,974
11004,Malpeque,Green Party,3381,14.3,Anna Keenan,23707,3,Loser,680
11004,Malpeque,PPC,680,2.9,Christopher Landry,23707,5,Loser,680
11004,Malpeque,Liberal,9912,41.8,Heath MacDonald,23707,1,Winner,680
11004,Malpeque,NDP,1898,8,Michelle Neill,23707,4,Loser,680
11004,Malpeque,Conservative,7836,33.1,Jody Sanderson,23707,2,Loser,680
12001,Cape Breton--Canso,PPC,1649,4.2,Brad Grandy,39360,4,Loser,1649
12001,Cape Breton--Canso,Liberal,18288,46.5,Mike Kelloway,39360,1,Winner,1649
12001,Cape Breton--Canso,Conservative,13805,35.1,Fiona MacLeod,39360,2,Loser,1649
12001,Cape Breton--Canso,NDP,5618,14.3,Jana Reddick,39360,3,Loser,1649
12002,Central Nova,Conservative,13060,32.3,Steven Cotter,40474,2,Loser,1445
12002,Central Nova,Liberal,18682,46.2,Sean Fraser,40474,1,Winner,1445
12002,Central Nova,Communist,138,0.3,Chris Frazer,40474,7,Loser,1445
12002,Central Nova,Independent,365,0.9,Harvey Henderson,40474,6,Loser,1445
12002,Central Nova,NDP,6225,15.4,Betsy MacDonald,40474,3,Loser,1445
12002,Central Nova,PPC,1445,3.6,Al Muir,40474,4,Loser,1445
12002,Central Nova,Green Party,494,1.2,Katerina Nikas,40474,5,Loser,1445
12002,Central Nova,Parti Rhinocéros Party,65,0.2,Ryan Smyth,40474,8,Loser,1445
12003,Cumberland--Colchester,PPC,1687,4.2,Bill Archer,40417,4,Loser,1687
12003,Cumberland--Colchester,Conservative,18601,46,Stephen Ellis,40417,1,Winner,1687
12003,Cumberland--Colchester,Green Party,1045,2.6,Jillian Foster,40417,5,Loser,1687
12003,Cumberland--Colchester,Independent,278,0.7,Jody O'Blenis,40417,6,Loser,1687
12003,Cumberland--Colchester,NDP,4984,12.3,Daniel Osborne,40417,3,Loser,1687
12003,Cumberland--Colchester,Liberal,13822,34.2,Lenore Zann,40417,2,Loser,1687
12004,Dartmouth--Cole Harbour,Liberal,24209,53.1,Darren Fisher,45628,1,Winner,4781
12004,Dartmouth--Cole Harbour,PPC,4781,10.5,Michelle Lindsay,45628,3,Loser,4781
12004,Dartmouth--Cole Harbour,NDP,15267,33.5,Kevin Payne,45628,2,Loser,4781
12004,Dartmouth--Cole Harbour,Green Party,1371,3,Rana Zaman,45628,4,Loser,4781
12005,Halifax,Communist,198,0.4,Katie Campbell,51248,6,Loser,1069
12005,Halifax,Conservative,6601,12.9,Cameron Ells,51248,3,Loser,1069
12005,Halifax,Liberal,21905,42.7,Andy Fillmore,51248,1,Winner,1069
12005,Halifax,PPC,1069,2.1,B. Alexander Hébert,51248,5,Loser,1069
12005,Halifax,Green Party,1128,2.2,Jo-Ann Roberts,51248,4,Loser,1069
12005,Halifax,NDP,20347,39.7,Lisa Roberts,51248,2,Loser,1069
12006,Halifax West,Liberal,24744,48.5,Lena Metlege Diab,51031,1,Winner,1447
12006,Halifax West,Conservative,11243,22,Eleanor Humphries,51031,3,Loser,1447
12006,Halifax West,NDP,12331,24.2,Jonathan Keith Roberts,51031,2,Loser,1447
12006,Halifax West,Christian Heritage Party,85,0.2,Kevin Schulthies,51031,6,Loser,1447
12006,Halifax West,PPC,1447,2.8,Julie Scott,51031,4,Loser,1447
12006,Halifax West,Green Party,1181,2.3,Richard Zurawski,51031,5,Loser,1447
12007,Kings--Hants,Liberal,20192,44.9,Kody Blois,44956,1,Winner,1945
12007,Kings--Hants,PPC,1945,4.3,Steven Ford,44956,4,Loser,1945
12007,Kings--Hants,Conservative,13234,29.4,Mark Parent,44956,2,Loser,1945
12007,Kings--Hants,Green Party,940,2.1,Sheila G. Richardson,44956,5,Loser,1945
12007,Kings--Hants,NDP,8645,19.2,Stephen Schneider,44956,3,Loser,1945
